Label,Notation,Parent Notation,Sort Priority
All applications,all-applications,,
Termination of tenancy to rent arrears: LA tenancy,termination-of-tenancy-to-rent-arrears-la-tenancy,,
Termination of tenancy to rent arrears: RSL tenancy,termination-of-tenancy-to-rent-arrears-rsl-tenancy,,
Termination of tenancy to rent arrears: Private rented tenancy,termination-of-tenancy-to-rent-arrears-private-rented-tenancy,,
Termination of mortgage due to default on payments,termination-of-mortgage-due-to-default-on-payments,,
Other action by landlord resulting in the termination of the tenancy,other-action-by-landlord-resulting-in-the-termination-of-the-tenancy,,
Applicant terminated secure accommodation,applicant-terminated-secure-accommodation,,
Loss of service or tied accommodation,loss-of-service-or-tied-accommodation,,
Discharge from prison or hospital or care or other institution,discharge-from-prison-or-hospital-or-care-or-other-institution,,
Emergency fire flood storm closing order from Environmental Health etc.,emergency-fire-flood-storm-closing-order-from-environmental-health-etc,,
Forced division and sale of matrimonial home,forced-division-and-sale-of-matrimonial-home,,
Other reason for loss of accommodation,other-reason-for-loss-of-accommodation,,
Dispute within household: violent or abusive,dispute-within-household-violent-or-abusive,,
Dispute within household or relationship breakdown: non-violent,dispute-within-household-or-relationship-breakdown-non-violent,,
Fleeing non-domestic violence,fleeing-non-domestic-violence,,
Harassment,harassment,,
Overcrowding,overcrowding,,
Asked to leave,asked-to-leave,,
Other reason for leaving accommodation or household,other-reason-for-leaving-accommodation-or-household,,
