Label,Notation,Parent Notation,Sort Priority
Refused,refused,,
Unmet need for support from housing / social work / health services,unmet-need-for-support-from-housing/-social-work/-health-services,,
Difficulties managing on own,difficulties-managing-on-own,,
Physical health reasons,physical-health-reasons,,
Drug / alcohol dependency,drug-/-alcohol-dependency,,
Criminal / anti-social behaviour,criminal-/-anti-social-behaviour,,
Financial difficulties / debt / unemployment,financial-difficulties-/-debt-/-unemployment,,
Lack of support from friends / family,lack-of-support-from-friends-/-family,,
Mental health reasons,mental-health-reasons,,
Not to do with applicant household,not-to-do-with-applicant-household,,
