Label,Notation,Parent Notation,Sort Priority
Number of children and young people with statements or EHC plans,number-of-children-and-young-people-with-statements-or-ehc-plans,,
Number of children and young people with statements or EHC plans receiving provision in,number-of-children-and-young-people-with-statements-or-ehc-plans-receiving-provision-in,,
Number of children and young people with statements or EHC plans who are elsewhere,number-of-children-and-young-people-with-statements-or-ehc-plans-who-are-elsewhere,,
Number of children and young people with statements or EHC plans undertaking,number-of-children-and-young-people-with-statements-or-ehc-plans-undertaking,,
Number of children and young people for whom statements or EHC plans were made for the first time during the calendar year,number-of-children-and-young-people-for-whom-statements-or-ehc-plans-were-made-for-the-first-time-during-the-calendar-year,,
Number of children and young people for whom statements or EHC plans were newly made in the calendar year receiving provision in,number-of-children-and-young-people-for-whom-statements-or-ehc-plans-were-newly-made-in-the-calendar-year-receiving-provision-in,,
Number of children and young people for whom statements or EHC plans were newly made in the calendar year who are elsewhere,number-of-children-and-young-people-for-whom-statements-or-ehc-plans-were-newly-made-in-the-calendar-year-who-are-elsewhere,,
Number of children and young people for whom statements or EHC plans were newly made in the calendar year undertaking,number-of-children-and-young-people-for-whom-statements-or-ehc-plans-were-newly-made-in-the-calendar-year-undertaking,,
Number of initial requests that were made for assessment for an EHC plan during the calendar year,number-of-initial-requests-that-were-made-for-assessment-for-an-ehc-plan-during-the-calendar-year,,
Number of initial requests for assessment for a statement or EHC plan that were refused during the calendar year,number-of-initial-requests-for-assessment-for-a-statement-or-ehc-plan-that-were-refused-during-the-calendar-year,,
Number of children and young people assessed and decision taken whether or not to issue a statement or EHC plan during the calendar year,number-of-children-and-young-people-assessed-and-decision-taken-whether-or-not-to-issue-a-statement-or-ehc-plan-during-the-calendar-year,,
Number of children and young people assessed during the calendar year for whom it was decided not to issue a statement or EHC plan,number-of-children-and-young-people-assessed-during-the-calendar-year-for-whom-it-was-decided-not-to-issue-a-statement-or-ehc-plan,,
