Label,Notation,Parent Notation,Sort Priority
Smoking Prevalence in adults (18+) - current smokers (APS),smoking-prevalence-in-adults-greater-than-18-current-smokers-aps,,
Successful completion of drug treatment - opiate users,successful-completion-of-drug-treatment-opiate-users,,
Deprivation score (IMD 2015),deprivation-score-imd-2015,,
Percentage people living in 20% most deprived areas in England,percentage-people-living-in-20-most-deprived-areas-in-england,,
Children in low income families (under 16s),children-in-low-income-families-under-16s,,
"Children leaving care: rate per 10,000 children aged under 18",children-leaving-care-rate-per-10000-children-aged-under-18,,
"Statutory homelessness: rate per 1,000 households",statutory-homelessness-rate-per-1000-households,,
"Violent crime - violence offences per 1,000 population",violent-crime-violence-offences-per-1000-population,,
Domestic abuse-related incidents and crimes,domestic-abuse-related-incidents-and-crimes,,
Unemployment (model-based),unemployment-model-based,,
Estimated prevalence of opiate and/or crack cocaine use,estimated-prevalence-of-opiate-and-or-crack-cocaine-use,,
Admission episodes for mental and behavioural disorders due to use of alcohol (Narrow),admission-episodes-for-mental-and-behavioural-disorders-due-to-use-of-alcohol-narrow,,
Smoking prevalence in adults (18+) with serious mental illness (SMI),smoking-prevalence-in-adults-greater-than-18-with-serious-mental-illness-smi,,
Percentage of dependent drinkers,percentage-of-dependent-drinkers,,
Number in treatment at specialist drug misuse services,number-in-treatment-at-specialist-drug-misuse-services,,
Number in treatment at specialist alcohol misuse services,number-in-treatment-at-specialist-alcohol-misuse-services,,
Smokers setting a quit date,smokers-setting-a-quit-date,,
Concurrent contact with mental health services and substance misuse services for drug misuse,concurrent-contact-with-mental-health-services-and-substance-misuse-services-for-drug-misuse,,
Concurrent contact with mental health services and substance misuse services for alcohol misuse,concurrent-contact-with-mental-health-services-and-substance-misuse-services-for-alcohol-misuse,,
Proportion waiting more than 3 weeks for drug treatment,proportion-waiting-more-than-3-weeks-for-drug-treatment,,
Proportion waiting more than 3 weeks for alcohol treatment,proportion-waiting-more-than-3-weeks-for-alcohol-treatment,,
Successful completion of drug treatment - non-opiate users,successful-completion-of-drug-treatment-non-opiate-users,,
Successful completion of alcohol treatment,successful-completion-of-alcohol-treatment,,
Adults with substance misuse treatment need who successfully engage in community-based structured treatment following release from prison,adults-with-substance-misuse-treatment-need-who-successfully-engage-in-community-based-structured-treatment-following-release-from-prison,,
Smokers that have successfully quit at 4 weeks,smokers-that-have-successfully-quit-at-4-weeks,,
Smokers that have successfully quit at 4 weeks (CO validated),smokers-that-have-successfully-quit-at-4-weeks-co-validated,,
Depressive episode: estimated % of population aged 16-74,depressive-episode-estimated-of-population-aged-16-74,,
Generalised anxiety disorder: estimated % of population aged 16-74,generalised-anxiety-disorder-estimated-of-population-aged-16-74,,
Mixed anxiety and depressive disorder: estimated % of population aged 16-74,mixed-anxiety-and-depressive-disorder-estimated-of-population-aged-16-74,,
"Admissions for depression: directly standardised rate per 100,000 population aged 15+",admissions-for-depression-directly-standardised-rate-per-100000-population-aged-greater-than-15,,
"Emergency admissions for neuroses: indirectly age and sex standardised rate per 100,000 population",emergency-admissions-for-neuroses-indirectly-age-and-sex-standardised-rate-per-100000-population,,
"New cases of psychosis: estimated incidence rate per 100,000 population aged 16-64",new-cases-of-psychosis-estimated-incidence-rate-per-100000-population-aged-16-64,,
"Social care mental health clients receiving services: rate per 100,000 population",social-care-mental-health-clients-receiving-services-rate-per-100000-population,,
"Social care assessments for mental health clients: rate per 100,000 population aged 18-64",social-care-assessments-for-mental-health-clients-rate-per-100000-population-aged-18-64,,
Emergency Hospital Admissions for Intentional Self-Harm,emergency-hospital-admissions-for-intentional-self-harm,,
Deaths from drug misuse,deaths-from-drug-misuse,,
Alcohol-specific mortality,alcohol-specific-mortality,,
Alcohol-related mortality,alcohol-related-mortality,,
Smoking attributable mortality,smoking-attributable-mortality,,
Suicide rate,suicide-rate,,
"Premature (<75) mortality in adults with serious mental illness (directly age-standardised mortality rate per 100,000)",premature-less-than-75-mortality-in-adults-with-serious-mental-illness-directly-age-standardised-mortality-rate-per-100000,,
Excess under 75 mortality rate in adults with serious mental illness,excess-under-75-mortality-rate-in-adults-with-serious-mental-illness,,
