Label,Notation,Parent Notation,Sort Priority
All,all,,
Provision,provision,,
Academy,academy,,
Age and Gender,age-and-gender,,
Nursery Years 1 and 2,nursery-years-1-and-2,,
Reception,reception,,
1,1,,
2,2,,
3,3,,
4,4,,
5,5,,
6,6,,
7 and Above,7-and-above,,
Nc Not Followed,nc-not-followed,,
Total,total,,
Nursery Reception and 1 To 4,nursery-reception-and-1-to-4,,
7,7,,
8,8,,
9,9,,
10,10,,
11,11,,
12 and Above,12-and-above,,
Total Pupils,total-pupils,,
Number Known To Be Eligible For and Claiming Free School Meals,number-known-to-be-eligible-for-and-claiming-free-school-meals,,
White,white,,
White British,white-british,,
Irish,irish,,
Traveller Of Irish Heritage,traveller-of-irish-heritage,,
Gypsy Or Roma,gypsy-or-roma,,
Any Other White Background,any-other-white-background,,
Mixed,mixed,,
White and Black Caribbean,white-and-black-caribbean,,
White and Black African,white-and-black-african,,
White and Asian,white-and-asian,,
Any Other Mixed Background,any-other-mixed-background,,
Asian,asian,,
Indian,indian,,
Pakistani,pakistani,,
Bangladeshi,bangladeshi,,
Any Other Asian Background,any-other-asian-background,,
Black,black,,
Black Caribbean,black-caribbean,,
Black African,black-african,,
Any Other Black Background,any-other-black-background,,
Chinese,chinese,,
Any Other Ethnic Group,any-other-ethnic-group,,
Classified,classified,,
Unclassified,unclassified,,
Minority Ethnic Pupils,minority-ethnic-pupils,,
All Pupils,all-pupils,,
First Language Is Known To Be Or Believed To Be Other Than English,first-language-is-known-to-be-or-believed-to-be-other-than-english,,
First Language Is Known To Be Or Believed To Be English,first-language-is-known-to-be-or-believed-to-be-english,,
Specific Learning Difficulty,specific-learning-difficulty,,
Moderate Learning Difficulty,moderate-learning-difficulty,,
Severe Learning Difficulty,severe-learning-difficulty,,
Profound Multiple Learning Difficulty,profound-multiple-learning-difficulty,,
Social Emotional and Mental Health,social-emotional-and-mental-health,,
Speech Language and Communications Needs,speech-language-and-communications-needs,,
Speech Language and Communications Need,speech-language-and-communications-need,,
Hearing Impairment,hearing-impairment,,
Visual Impairment,visual-impairment,,
Multi SENsory Impairment,multi-sensory-impairment,,
Physical Disability,physical-disability,,
Autistic Spectrum Disorder,autistic-spectrum-disorder,,
Other Difficulty Or Disability,other-difficulty-or-disability,,
SEN Support But No Specialist Assessment Of Type Of Need,sen-support-but-no-specialist-assessment-of-type-of-need,,
School Provision,school-provision,,
School Size,school-size,,
Resources,resources,,
Statement Or EHC Plan,statement-or-ehc-plan,,
Statements Or EHC Plan,statements-or-ehc-plans,,
SEN Support,sen-support,,
Local Area,local-area,,
School Area,school-area,,
Primary Need ,primary-need,,
Pupils On SEN Support,pupils-on-sen-support,,
Pupils With SEN With Statements Or EHC Plans,pupils-with-sen-with-statements-or-ehc-plans,,
Pupils With SEN With Statements Or EHC Plan,pupils-with-sen-with-statements-or-ehc-plan,,
SEN Support By Ethnic Group White,sen-support-by-ethnic-group-white,,
SEN Support By Ethnic Group White British,sen-support-by-ethnic-group-white-british,,
SEN Support By Ethnic Group Irish,sen-support-by-ethnic-group-irish,,
SEN Support By Ethnic Group Traveller Of Irish Heritage,sen-support-by-ethnic-group-traveller-of-irish-heritage,,
SEN Support By Ethnic Group Gypsy Or Roma,sen-support-by-ethnic-group-gypsy-or-roma,,
SEN Support By Ethnic Group Any Other White Background,sen-support-by-ethnic-group-any-other-white-background,,
SEN Support By Ethnic Group Mixed,sen-support-by-ethnic-group-mixed,,
SEN Support By Ethnic Group White and Black Caribbean,sen-support-by-ethnic-group-white-and-black-caribbean,,
SEN Support By Ethnic Group White and Black African,sen-support-by-ethnic-group-white-and-black-african,,
SEN Support By Ethnic Group White and Asian,sen-support-by-ethnic-group-white-and-asian,,
SEN Support By Ethnic Group Any Other Mixed Background,sen-support-by-ethnic-group-any-other-mixed-background,,
SEN Support By Ethnic Group Asian,sen-support-by-ethnic-group-asian,,
SEN Support By Ethnic Group Indian,sen-support-by-ethnic-group-indian,,
SEN Support By Ethnic Group Pakistani,sen-support-by-ethnic-group-pakistani,,
SEN Support By Ethnic Group Bangladeshi,sen-support-by-ethnic-group-bangladeshi,,
SEN Support By Ethnic Group Any Other Asian Background,sen-support-by-ethnic-group-any-other-asian-background,,
SEN Support By Ethnic Group Black,sen-support-by-ethnic-group-black,,
SEN Support By Ethnic Group Black Caribbean,sen-support-by-ethnic-group-black-caribbean,,
SEN Support By Ethnic Group Black African,sen-support-by-ethnic-group-black-african,,
SEN Support By Ethnic Group Any Other Black Background,sen-support-by-ethnic-group-any-other-black-background,,
SEN Support By Ethnic Group Chinese,sen-support-by-ethnic-group-chinese,,
SEN Support By Ethnic Group Any Other Ethnic Group,sen-support-by-ethnic-group-any-other-ethnic-group,,
