Label,Notation,Parent Notation,Sort Priority
All,all,,
Pupils On Roll ,pupils-on-roll,,
Pupils With SEN,pupils-with-sen,,
Pupils With Statements Or EHC Plans,pupils-with-statements-or-ehc-plans,,
Pupils With SEN Without Statements Or EHC Plans,pupils-with-sen-without-statements-or-ehc-plans,,
Number On Roll ,number-on-roll,,
Pupils With EHC Plan,pupils-with-ehc-plan,,
Pupils On SEN Support,pupils-on-sen-support,,
Total Pupils With Special Educational Needs,total-pupils-with-special-educational-needs,,
Number Of Academies,number-of-academies,,
Total Number Of Pupils,total-number-of-pupils,,
Number Of Pupils With Special Educational Needs,number-of-pupils-with-special-educational-needs,,
All Pupils,all-pupils,,
Pupils With EHC Plans,pupils-with-ehc-plans,,
Pupils With SEN Support,pupils-with-sen-support,,
Total Number Of Pupils With SEN,total-number-of-pupils-with-sen,,
Pupils Without Special Educational Needs,pupils-without-special-educational-needs,,
Total Number Of Pupils With Special Educational Needs,total-number-of-pupils-with-special-educational-needs,,
All Children,all-children,,
Pupils Without SEN,pupils-without-sen,,
SEN Support,sen-support,,
EHC Plan,ehc-plan,,
Specific Learning Difficulty,specific-learning-difficulty,,
Moderate Learning Difficulty,moderate-learning-difficulty,,
Severe Learning Difficulty,severe-learning-difficulty,,
Profound Multiple Learning Difficulty,profound-multiple-learning-difficulty,,
Social Emotional And Mental Health,social-emotional-and-mental-health,,
Speech Language And Communications Need,speech-language-and-communications-need,,
Hearing Impairment,hearing-impairment,,
Visual Impairment,visual-impairment,,
Multi Sensory Impairment,multi-sensory-impairment,,
Physical Disability,physical-disability,,
Autistic Spectrum Disorder,autistic-spectrum-disorder,,
Other,other,,
Up to 15 Pupils,up-to-15-pupils,,
16 to 30 Pupils,16-to-30-pupils,,
31 to 45 Pupils,31-to-45-pupils,,
46 to 60 Pupils,46-to-60-pupils,,
61 to 75 Pupils,61-to-75-pupils,,
76 to 100 Pupils,76-to-100-pupils,,
101 to 120 Pupils,101-to-120-pupils,,
121 to 140 Pupils,121-to-140-pupils,,
141 to 160 Pupils,141-to-160-pupils,,
161 to 180 Pupils,161-to-180-pupils,,
181 to 200 Pupils,181-to-200-pupils,,
201 to 250 Pupils,201-to-250-pupils,,
251 to 300 Pupils,251-to-300-pupils,,
301 Pupils And Over,301-pupils-and-over,,
Total,total,,
Total Number Of Schools,total-number-of-schools,,
Number With SEN Units,number-with-sen-units,,
Number With Resourced Provision,number-with-resourced-provision,,
Total Pupils,total-pupils,,
Pupils With Statements,pupils-with-statements,,
Pupils Without Statements,pupils-without-statements,,
Total Pupils With SEN,total-pupils-with-sen,,
Other Difficulty or Disability,other-difficulty-or-disability,,
SEN Support But No Specialist Assessment Of Type Of Need,sen-support-but-no-specialist-assessment-of-type-of-need,,
Pupils Attending SEN Units,pupils-attending-sen-units,,
Pupils Placed In Resourced Provision,pupils-placed-in-resourced-provision,,
